id,source_sentence_id,domain,split,sentence,target,from,to,polarity,is_implicit,opinion_words,source_file
1991,1548,laptop,train,"Apparently well-built and gorgeous to look at, the i5 MacBook Pro is a winning combination of price and performance.",performance,104,115,positive,0.0,winning,Laptops_Train_v2_Implicit_Labeled.xml
1992,1548,laptop,train,"Apparently well-built and gorgeous to look at, the i5 MacBook Pro is a winning combination of price and performance.",built,16,21,positive,0.0,well,Laptops_Train_v2_Implicit_Labeled.xml
1993,1548,laptop,train,"Apparently well-built and gorgeous to look at, the i5 MacBook Pro is a winning combination of price and performance.",look,38,42,positive,0.0,gorgeous,Laptops_Train_v2_Implicit_Labeled.xml
1994,582,laptop,train,"The apple care has never failed me, and I expect it to be the same for this computer as well.",apple care,4,14,positive,0.0,never failed,Laptops_Train_v2_Implicit_Labeled.xml
1995,2875,laptop,train,The Toshiba laptop I am using is easier to use than most I have tried.,use,43,46,positive,0.0,easier,Laptops_Train_v2_Implicit_Labeled.xml
1996,901,laptop,train,"So I called Compaq, and after being on the phone for 3 hours, i finally got a replacement which I shouldn't have had a problem getting since it was under warranty.",warranty,154,162,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
1997,2880,laptop,train,So we exchanged it for the same on and after 2 hours it didn't work.,work,63,67,negative,0.0,did n't,Laptops_Train_v2_Implicit_Labeled.xml
1998,2393,laptop,train,"I love the size, keyboard, the functions.",size,11,15,positive,0.0,love,Laptops_Train_v2_Implicit_Labeled.xml
1999,2393,laptop,train,"I love the size, keyboard, the functions.",keyboard,17,25,positive,0.0,love,Laptops_Train_v2_Implicit_Labeled.xml
2000,2393,laptop,train,"I love the size, keyboard, the functions.",functions,31,40,positive,0.0,love,Laptops_Train_v2_Implicit_Labeled.xml
2001,2837,laptop,train,the mouse is way way way to sensitve.,mouse,4,9,negative,0.0,too sensitive,Laptops_Train_v2_Implicit_Labeled.xml
2002,2547,laptop,train,The OS is still as fast as the day that the laptop was purchased and continues to run flawlessly.,OS,4,6,positive,0.0,fast,Laptops_Train_v2_Implicit_Labeled.xml
2003,2547,laptop,train,The OS is still as fast as the day that the laptop was purchased and continues to run flawlessly.,run,82,85,positive,0.0,flawlessly,Laptops_Train_v2_Implicit_Labeled.xml
2004,1070,laptop,train,"Also, I issued a replacement RMA for a few dead pixels in the upper zone of the screen, which is noticable to me.",screen,80,86,negative,0.0,noticable,Laptops_Train_v2_Implicit_Labeled.xml
2005,99,laptop,train,"After way too many times sending the thing in for repairs (delivery service was slow, and without the laptop I had no access to the internet, and thus no way of tracking it to find out when I might hope to see my computer again), it finally kicked the bucket after just over 2 years.",delivery service,59,75,negative,0.0,slow,Laptops_Train_v2_Implicit_Labeled.xml
2006,1480,laptop,train,"My friend reports the notebook is astonishing in performance, picture quality, and ease of use.",performance,49,60,positive,0.0,astonishing,Laptops_Train_v2_Implicit_Labeled.xml
2007,1480,laptop,train,"My friend reports the notebook is astonishing in performance, picture quality, and ease of use.",picture quality,62,77,positive,0.0,astonishing,Laptops_Train_v2_Implicit_Labeled.xml
2008,1480,laptop,train,"My friend reports the notebook is astonishing in performance, picture quality, and ease of use.",use,91,94,positive,0.0,ease,Laptops_Train_v2_Implicit_Labeled.xml
2009,3078,laptop,train,the i3 processor doesn't seem to run hot and the fan rarely turns on.,i3 processor,4,16,positive,0.0,does n't seem to run hot,Laptops_Train_v2_Implicit_Labeled.xml
2010,3078,laptop,train,the i3 processor doesn't seem to run hot and the fan rarely turns on.,fan,49,52,positive,0.0,rarely turns on,Laptops_Train_v2_Implicit_Labeled.xml
2011,2009,laptop,train,"The battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes.",battery,6,13,negative,0.0,never,Laptops_Train_v2_Implicit_Labeled.xml
2012,2009,laptop,train,"The battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes.",charge,27,33,negative,0.0,stopped,Laptops_Train_v2_Implicit_Labeled.xml
2013,2009,laptop,train,"The battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes.",charge,96,102,negative,0.0,stopped,Laptops_Train_v2_Implicit_Labeled.xml
2014,963,laptop,train,"Another THREE weeks later I had my laptop back with a new mousepad, keys, and casing.",mousepad,60,68,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
2015,963,laptop,train,"Another THREE weeks later I had my laptop back with a new mousepad, keys, and casing.",keys,70,74,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
2016,963,laptop,train,"Another THREE weeks later I had my laptop back with a new mousepad, keys, and casing.",casing,80,86,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
2017,1645,laptop,train,See when it comes to laptops you buy it and get just a normal operating system with trials of must need stuff that should come with it.,operating system,62,78,neutral,0.0,normal,Laptops_Train_v2_Implicit_Labeled.xml
2018,2792,laptop,train,"The only thing I don't understand is that the resolution of the screen isn't high enough for some pages, such as Yahoo!Mail.",resolution of the screen,46,70,negative,0.0,is n't high enough,Laptops_Train_v2_Implicit_Labeled.xml
2019,2575,laptop,train,"The only thing I wish this had was the option to turn off the touchpad with a button like my big 16"" laptop does.",touchpad,62,70,negative,0.0,turn off,Laptops_Train_v2_Implicit_Labeled.xml
2020,571,laptop,train,very convenient when you travel and the battery life is excellent...,battery life,40,52,positive,0.0,excellent,Laptops_Train_v2_Implicit_Labeled.xml
2021,2011,laptop,train,The machine is slow to boot up and occasionally crashes completely.,boot up,25,32,negative,0.0,slow crashes,Laptops_Train_v2_Implicit_Labeled.xml
2022,2161,laptop,train,This is great if you have several lectures back to back and don't have a chance to charge during one of the lectures.,charge,83,89,positive,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
2023,3080,laptop,train,I wish Toshiba would allow their customers to select an option that only boots the OS at setup and removes all the unnecessary stuff.,OS,83,85,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
2024,2583,laptop,train,the screen brightness automatically adjusts.,screen brightness,4,21,neutral,0.0,automatically adjusts,Laptops_Train_v2_Implicit_Labeled.xml
2025,2208,laptop,train,I especially like the backlit keyboard.,backlit keyboard,22,38,positive,0.0,like,Laptops_Train_v2_Implicit_Labeled.xml
2026,2526,laptop,train,"Besides the great look, it is a great machine.",look,18,22,positive,0.0,great,Laptops_Train_v2_Implicit_Labeled.xml
2027,396,laptop,train,"My laptop cost approximately $2,300 and DIED after only 2-years, 10-months and 18-days of use.",cost,10,14,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
2028,2088,laptop,train,"The sound is a bit quiet if you're on a plane, this can easily be overcome with a decent pair of head phones.",sound,4,9,negative,0.0,quiet,Laptops_Train_v2_Implicit_Labeled.xml
2029,1799,laptop,train,(The SATA controller is the motherboard chip that lets the CPU talk to the hard drive.),SATA controller,5,20,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
2030,1799,laptop,train,(The SATA controller is the motherboard chip that lets the CPU talk to the hard drive.),motherboard chip,28,44,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
2031,1799,laptop,train,(The SATA controller is the motherboard chip that lets the CPU talk to the hard drive.),CPU,59,62,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
2032,1799,laptop,train,(The SATA controller is the motherboard chip that lets the CPU talk to the hard drive.),hard drive,75,85,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
2033,1052,laptop,train,The buttons you have to press a little harder than most.,buttons,4,11,negative,0.0,harder,Laptops_Train_v2_Implicit_Labeled.xml
2034,1922,laptop,train,"The battery life was supposed to be 6 hours, but even if I ran off the battery with the high effeciency setting the battery would only last me on average about 2.5 to 3 hours.",battery life,4,16,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
2035,1922,laptop,train,"The battery life was supposed to be 6 hours, but even if I ran off the battery with the high effeciency setting the battery would only last me on average about 2.5 to 3 hours.",battery,71,78,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
2036,1922,laptop,train,"The battery life was supposed to be 6 hours, but even if I ran off the battery with the high effeciency setting the battery would only last me on average about 2.5 to 3 hours.",battery,116,123,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
2037,2990,laptop,train,Right size and weight for portability.,size,6,10,positive,0.0,Right,Laptops_Train_v2_Implicit_Labeled.xml
2038,2990,laptop,train,Right size and weight for portability.,weight,15,21,positive,0.0,Right,Laptops_Train_v2_Implicit_Labeled.xml
2039,2990,laptop,train,Right size and weight for portability.,portability,26,37,positive,0.0,Right,Laptops_Train_v2_Implicit_Labeled.xml
2040,701,laptop,train,The battery life also doesn't keep up with the claim but still I think macbook is much ahead from the rest of the pack.,battery life,4,16,negative,0.0,does n't keep up with the claim much ahead,Laptops_Train_v2_Implicit_Labeled.xml
2041,828,laptop,train,"It was loaded with Windows Vista Home Premium--delivered with only 1GB of RAM, and it was a *dog*.",Windows Vista Home Premium,21,47,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
2042,828,laptop,train,"It was loaded with Windows Vista Home Premium--delivered with only 1GB of RAM, and it was a *dog*.",1GB of RAM,69,79,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
2043,3023,laptop,train,The reflectiveness of the display is only a minor inconvenience if you work in a controlled-lighting environment like me (I prefer it dark) or if you can crank up the brightness.,display,26,33,negative,0.0,minor inconvenience,Laptops_Train_v2_Implicit_Labeled.xml
2044,3023,laptop,train,The reflectiveness of the display is only a minor inconvenience if you work in a controlled-lighting environment like me (I prefer it dark) or if you can crank up the brightness.,brightness,167,177,neutral,0.0,crank up,Laptops_Train_v2_Implicit_Labeled.xml
2045,2961,laptop,train,My one complaint with this laptop is that I've noticed an electronic fuzz sound coming out of the headphone jack when headphones are plugged in.,electronic fuzz sound,58,79,negative,0.0,complaint,Laptops_Train_v2_Implicit_Labeled.xml
2046,2961,laptop,train,My one complaint with this laptop is that I've noticed an electronic fuzz sound coming out of the headphone jack when headphones are plugged in.,headphone jack,98,112,negative,0.0,complaint,Laptops_Train_v2_Implicit_Labeled.xml
2047,2329,laptop,train,"While it was highly rated, would I like it? I tried the keyboard at the store, and it seemed ok.",keyboard,56,64,neutral,0.0,ok,Laptops_Train_v2_Implicit_Labeled.xml
2048,2000,laptop,train,"Treat yourself to a more expensive, long-lasting laptop of quality like a Sony, Apple, or Toshiba.",quality,59,66,positive,0.0,long-lasting,Laptops_Train_v2_Implicit_Labeled.xml
2049,1528,laptop,train,"I have had to call with a few questions or issues and they have helped me for free, even without the warranty.",warranty,101,109,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
2050,772,laptop,train,Was searching online for a power supply when I found this site.,power supply,27,39,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
2051,1502,laptop,train,"But to be honest, I don't use my computer for anything like graphics editing and complex data analysis and gaming.",gaming,107,113,neutral,0.0,do n't use,Laptops_Train_v2_Implicit_Labeled.xml
2052,1502,laptop,train,"But to be honest, I don't use my computer for anything like graphics editing and complex data analysis and gaming.",graphics editing,60,76,neutral,0.0,do n't use,Laptops_Train_v2_Implicit_Labeled.xml
2053,1502,laptop,train,"But to be honest, I don't use my computer for anything like graphics editing and complex data analysis and gaming.",complex data analysis,81,102,neutral,0.0,do n't use,Laptops_Train_v2_Implicit_Labeled.xml
2054,858,laptop,train,I would  rather spend my money on a computer that costs more then a Toshiba that  isn't good at all.,costs,52,57,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
2055,1173,laptop,train,(No problem with the ordering or shipping by the way.,shipping,33,41,positive,0.0,No problem,Laptops_Train_v2_Implicit_Labeled.xml
2056,1647,laptop,train,And the ram (the thing that makes it faster) comes sporting 2 gigs for high performance to handle more stuff at once and surf the web a whole lot faster than before.,ram,8,11,positive,0.0,faster,Laptops_Train_v2_Implicit_Labeled.xml
2057,1647,laptop,train,And the ram (the thing that makes it faster) comes sporting 2 gigs for high performance to handle more stuff at once and surf the web a whole lot faster than before.,performance,76,87,positive,0.0,high,Laptops_Train_v2_Implicit_Labeled.xml
2058,1647,laptop,train,And the ram (the thing that makes it faster) comes sporting 2 gigs for high performance to handle more stuff at once and surf the web a whole lot faster than before.,surf the web,121,133,positive,0.0,faster,Laptops_Train_v2_Implicit_Labeled.xml
2059,2488,laptop,train,The one thing I wish it had was a detailed hardcopy manuel.,hardcopy manuel,43,58,negative,0.0,wish detailed,Laptops_Train_v2_Implicit_Labeled.xml
2060,1995,laptop,train,"I edit and burn to DVD a lot of video, so I obviously could not live with a non-functioning drive.",drive,92,97,negative,0.0,could not live non-functioning,Laptops_Train_v2_Implicit_Labeled.xml
2061,2820,laptop,train,"Fast, great visual!",visual,12,18,positive,0.0,Fast great,Laptops_Train_v2_Implicit_Labeled.xml
2062,2083,laptop,train,It's priced very reasonable and works very well right out of the box.,priced,5,11,positive,0.0,reasonable,Laptops_Train_v2_Implicit_Labeled.xml
2063,2083,laptop,train,It's priced very reasonable and works very well right out of the box.,works,32,37,positive,0.0,well,Laptops_Train_v2_Implicit_Labeled.xml
2064,1060,laptop,train,You will need them if you want to reload the OS (I recommend doing if you can to start fresh and optimal).,OS,45,47,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
2065,2782,laptop,train,"while the keyboard itself is alright, the plate around it is cheap plastic and makes a hollow sound when using the mouse command buttons.",keyboard,10,18,positive,0.0,alright,Laptops_Train_v2_Implicit_Labeled.xml
2066,2782,laptop,train,"while the keyboard itself is alright, the plate around it is cheap plastic and makes a hollow sound when using the mouse command buttons.",plate,42,47,negative,0.0,cheap,Laptops_Train_v2_Implicit_Labeled.xml
2067,2782,laptop,train,"while the keyboard itself is alright, the plate around it is cheap plastic and makes a hollow sound when using the mouse command buttons.",mouse command buttons,115,136,negative,0.0,hollow sound,Laptops_Train_v2_Implicit_Labeled.xml
2068,1511,laptop,train,There are so many wonderful features and benefits to the new MacBook!,features,28,36,positive,0.0,wonderful benefits,Laptops_Train_v2_Implicit_Labeled.xml
2069,563,laptop,train,the mcbook pro notebook will make it easy for you to write and read your emails at blazing speeds.,speeds,91,97,positive,0.0,easy blazing,Laptops_Train_v2_Implicit_Labeled.xml
2070,2668,laptop,train,The only thing i can say is that the touch pad doesnt work like it should all the time.,touch pad,37,46,negative,0.0,doesnt work,Laptops_Train_v2_Implicit_Labeled.xml
2071,1535,laptop,train,"However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.",size,65,69,positive,0.0,great,Laptops_Train_v2_Implicit_Labeled.xml
2072,1535,laptop,train,"However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.",features,89,97,positive,0.0,fantastic,Laptops_Train_v2_Implicit_Labeled.xml
2073,1535,laptop,train,"However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.",lighted keyboard,107,123,positive,0.0,fantastic,Laptops_Train_v2_Implicit_Labeled.xml
2074,1535,laptop,train,"However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.",mouse pad,133,142,positive,0.0,fantastic easy,Laptops_Train_v2_Implicit_Labeled.xml
2075,2991,laptop,train,Battery life needs more life.,Battery life,0,12,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
2076,132,laptop,train,For some odd reasons the computer doesn't reconize the operation system.,operation system,55,71,negative,0.0,does n't recognize,Laptops_Train_v2_Implicit_Labeled.xml
2077,208,laptop,train,The trackpad was easy to learn and navigate.,trackpad,4,12,positive,0.0,easy,Laptops_Train_v2_Implicit_Labeled.xml
2078,2314,laptop,train,"Applications open in seconds and there are no lags, hiccups or awkward moments when you wonder whether your computer is out for tea.",Applications,0,12,positive,0.0,open in seconds,Laptops_Train_v2_Implicit_Labeled.xml
2079,634,laptop,train,I respond that I do not have the old computer and this way I would lose the data on my hard drive.,hard drive,87,97,negative,0.0,lose,Laptops_Train_v2_Implicit_Labeled.xml
2080,1926,laptop,train,Again in February my computer completely failed to the point that it could not load Windows so I contacted Acer to get it fixed thru my Warrenty and it took about 3 days fighting on the phone with agents and it seemed as though NONE of them spoke English.,Windows,84,91,neutral,0.0,failed could not load,Laptops_Train_v2_Implicit_Labeled.xml
2081,1926,laptop,train,Again in February my computer completely failed to the point that it could not load Windows so I contacted Acer to get it fixed thru my Warrenty and it took about 3 days fighting on the phone with agents and it seemed as though NONE of them spoke English.,Warrenty,136,144,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
2082,1926,laptop,train,Again in February my computer completely failed to the point that it could not load Windows so I contacted Acer to get it fixed thru my Warrenty and it took about 3 days fighting on the phone with agents and it seemed as though NONE of them spoke English.,agents,197,203,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
2083,2417,laptop,train,Even though the computer is larger they did not make the keyboard larger.,keyboard,57,65,negative,0.0,not larger,Laptops_Train_v2_Implicit_Labeled.xml
2084,500,laptop,train,We paid for the three year warranty and the extended warranty after that one ended as well.,three year warranty,16,35,neutral,0.0,paid for,Laptops_Train_v2_Implicit_Labeled.xml
2085,500,laptop,train,We paid for the three year warranty and the extended warranty after that one ended as well.,extended warranty,44,61,neutral,0.0,paid for,Laptops_Train_v2_Implicit_Labeled.xml
2086,859,laptop,train,"Its not just slow on the internet, its slow in general.",internet,25,33,negative,0.0,slow,Laptops_Train_v2_Implicit_Labeled.xml
2087,1504,laptop,train,It has just enough RAM to run smoothly and enough memory to satisfy my needs.,RAM,19,22,positive,0.0,enough,Laptops_Train_v2_Implicit_Labeled.xml
2088,1504,laptop,train,It has just enough RAM to run smoothly and enough memory to satisfy my needs.,memory,50,56,positive,0.0,smoothly enough,Laptops_Train_v2_Implicit_Labeled.xml
2089,158,laptop,train,"I acually believe the issue is with the Nvidia grafics card, but still requires a return.",Nvidia grafics card,40,59,negative,0.0,issue,Laptops_Train_v2_Implicit_Labeled.xml
2090,2879,laptop,train,My husband got me this for Chrismas after getting me a very expensve laptop that did not work after 2 days.,work,89,93,negative,0.0,not,Laptops_Train_v2_Implicit_Labeled.xml
2091,1565,laptop,train,The resolution is even higher then any other laptop on the market.,resolution,4,14,positive,0.0,higher,Laptops_Train_v2_Implicit_Labeled.xml
2092,2854,laptop,train,"Then just the other day, my left ""mouse"" button snapped!","left ""mouse"" button",28,47,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
2093,2585,laptop,train,It is VERY easy to type on and feels great - besides the added feature that the keyboard is lighted.,keyboard,80,88,positive,0.0,lighted,Laptops_Train_v2_Implicit_Labeled.xml
2094,2585,laptop,train,It is VERY easy to type on and feels great - besides the added feature that the keyboard is lighted.,feature,63,70,positive,0.0,added,Laptops_Train_v2_Implicit_Labeled.xml
2095,2585,laptop,train,It is VERY easy to type on and feels great - besides the added feature that the keyboard is lighted.,type,19,23,positive,0.0,easy great,Laptops_Train_v2_Implicit_Labeled.xml
2096,2692,laptop,train,"Laptop is advertised as a 15"" but the casing looks like that of a 17"".",casing,38,44,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
2097,2692,laptop,train,"Laptop is advertised as a 15"" but the casing looks like that of a 17"".","15""",26,29,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
2098,2692,laptop,train,"Laptop is advertised as a 15"" but the casing looks like that of a 17"".","17""",66,69,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
2099,3018,laptop,train,The feel of this machine compared to the old MacBook is far superior.,feel,4,8,positive,0.0,superior,Laptops_Train_v2_Implicit_Labeled.xml
2100,49,laptop,train,"In due course, I'll remove the hard disc from this new MacBook Pro and dump it where it belongs - in the trash.",hard disc,31,40,negative,0.0,remove,Laptops_Train_v2_Implicit_Labeled.xml
2101,259,laptop,train,"They break down just as often as PCs do, and the only reason they don't get viruses, is because no one makes viruses for them, they're not better in any way, they are worse, try finding virus protection programs for a Mac, they don't exist.",virus protection programs for a Mac,186,221,negative,0.0,not better worse,Laptops_Train_v2_Implicit_Labeled.xml
2102,2146,laptop,train,"But with A WAY Bigger Screen, and IS able to connect to an HDMI.",Screen,22,28,positive,0.0,Bigger,Laptops_Train_v2_Implicit_Labeled.xml
2103,2146,laptop,train,"But with A WAY Bigger Screen, and IS able to connect to an HDMI.",HDMI,59,63,neutral,0.0,able to connect,Laptops_Train_v2_Implicit_Labeled.xml
2104,1399,laptop,train,the graphics are awful and the wireless switch it at the top rather than the side which I am used to it being on the side.,graphics,4,12,negative,0.0,awful,Laptops_Train_v2_Implicit_Labeled.xml
2105,1399,laptop,train,the graphics are awful and the wireless switch it at the top rather than the side which I am used to it being on the side.,wireless switch,31,46,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
2106,2400,laptop,train,The overall build quality of the unit is excellent and she'd recommend it to anyone else looking for a netbook.,build quality,12,25,positive,0.0,excellent recommend,Laptops_Train_v2_Implicit_Labeled.xml
2107,1302,laptop,train,I guess he was the technical person.,technical person,19,35,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
2108,534,laptop,train,A seventy dollar mouse!,mouse,17,22,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
2109,429,laptop,train,"The repairs were made quickly though I must say, however the second time they shipped it to the incorrect address and it took nearly a week for them to get it to me.",shipped,78,85,negative,0.0,incorrect,Laptops_Train_v2_Implicit_Labeled.xml
2110,2301,laptop,train,when i first got it i thought the size of it was a joke.,size,34,38,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
2111,2378,laptop,train,It is fast and i have not had a problem with internet connection or any other problems.,internet connection,45,64,positive,0.0,fast not had a problem,Laptops_Train_v2_Implicit_Labeled.xml
2112,2722,laptop,train,I'm really impressed with the quality and performance for the price of the computer.,quality,30,37,positive,0.0,impressed,Laptops_Train_v2_Implicit_Labeled.xml
2113,2722,laptop,train,I'm really impressed with the quality and performance for the price of the computer.,performance,42,53,positive,0.0,impressed,Laptops_Train_v2_Implicit_Labeled.xml
2114,2722,laptop,train,I'm really impressed with the quality and performance for the price of the computer.,price,62,67,positive,0.0,impressed,Laptops_Train_v2_Implicit_Labeled.xml
2115,1058,laptop,train,"But when I received my replacement, I made BOTH recovery DVDs (4), and a driver/application DVD.",recovery DVDs,48,61,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
2116,1058,laptop,train,"But when I received my replacement, I made BOTH recovery DVDs (4), and a driver/application DVD.",driver/application DVD,73,95,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
2117,2252,laptop,train,"In addition, there is photo detection software that will allow you to group all the photos together based upon the people in the picture.",photo detection software,22,46,positive,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
2118,2781,laptop,train,The speakers are terrible and are probably the cheapest ones I have ever seen in a laptop so if your planning to listen to music I suggest you get something better.,speakers,4,12,negative,0.0,terrible cheapest,Laptops_Train_v2_Implicit_Labeled.xml
2119,927,laptop,train,"So then you may be lucky to get ahold to someone who understands that its no good and they will let you send it back, but of course you are taking a chance of them testing it out to see what has happened, and they tell you that it was not on their side , then you are stuck paying for the repair (the price of a new one).",price,301,306,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
2120,2955,laptop,train,"It is so simple to use, I use it more than my desktop.",use,19,22,positive,0.0,simple,Laptops_Train_v2_Implicit_Labeled.xml
2121,2697,laptop,train,I also had a problem with the touchpad that caused the mouse pointer to jump all over the screen.,touchpad,30,38,negative,0.0,problem,Laptops_Train_v2_Implicit_Labeled.xml
2122,2697,laptop,train,I also had a problem with the touchpad that caused the mouse pointer to jump all over the screen.,screen,90,96,neutral,0.0,problem,Laptops_Train_v2_Implicit_Labeled.xml
2123,2697,laptop,train,I also had a problem with the touchpad that caused the mouse pointer to jump all over the screen.,mouse pointer,55,68,negative,0.0,problem,Laptops_Train_v2_Implicit_Labeled.xml
2124,2357,laptop,train,I have had no problems with it unlike some hardware defects on past models.,hardware,43,51,negative,0.0,defects,Laptops_Train_v2_Implicit_Labeled.xml
2125,1087,laptop,train,"EITHER WAY, THE KEYBOARD IS UNSATISFACTORY.",KEYBOARD,16,24,negative,0.0,UNSATISFACTORY,Laptops_Train_v2_Implicit_Labeled.xml
2126,2529,laptop,train,"Well, I have to say since I bought my Mac, I won't ever go back to any Windows.",Windows,71,78,negative,0.0,wo n't ever go back,Laptops_Train_v2_Implicit_Labeled.xml
2127,2111,laptop,train,"I took it in to the Apple store and guess what? They fixed it, no cost out of pocket.",cost,66,70,negative,0.0,no,Laptops_Train_v2_Implicit_Labeled.xml
2128,400,laptop,train,"The quality, engineering design and warranty are superior--covers damage from dropping the laptop.",quality,4,11,positive,0.0,superior,Laptops_Train_v2_Implicit_Labeled.xml
2129,400,laptop,train,"The quality, engineering design and warranty are superior--covers damage from dropping the laptop.",engineering design,13,31,positive,0.0,superior,Laptops_Train_v2_Implicit_Labeled.xml
2130,400,laptop,train,"The quality, engineering design and warranty are superior--covers damage from dropping the laptop.",warranty,36,44,positive,0.0,superior,Laptops_Train_v2_Implicit_Labeled.xml
2131,2212,laptop,train,"The applications are also very easy to find and maneuver, much easier than any other computer I have ever owned.",applications,4,16,positive,0.0,easy easier,Laptops_Train_v2_Implicit_Labeled.xml
2132,2153,laptop,train,The large screen gives you the option to comfortably watch movies or TV shows on your computer instead of buying an additional TV for your dorm room.,screen,10,16,positive,0.0,large,Laptops_Train_v2_Implicit_Labeled.xml
2133,443,laptop,train,"Great laptop for school, easy to use for beginners in the household.",use,33,36,positive,0.0,easy,Laptops_Train_v2_Implicit_Labeled.xml
2134,194,laptop,train,"4) Laptop still did not work, blue screen within a week...",work,24,28,negative,0.0,not,Laptops_Train_v2_Implicit_Labeled.xml
2135,2620,laptop,train,"The only thing that isn't perfect about this netbook is the speakers, they are not loud at all but I expected that.",speakers,60,68,negative,0.0,is n't perfect not loud,Laptops_Train_v2_Implicit_Labeled.xml
2136,1299,laptop,train,"Of course, I inspected the other netbooks and clearly their hinges are tighter and I even demonstrate the difference between my netbook and others.",hinges,60,66,negative,0.0,clearly tighter,Laptops_Train_v2_Implicit_Labeled.xml
2137,366,laptop,train,Not to mention the fact that your mac comes fully loaded with all necessary basic programs.,programs,82,90,positive,0.0,necessary,Laptops_Train_v2_Implicit_Labeled.xml
2138,2686,laptop,train,Didn't work when shipped from Walmart.com but went into a store and exchanged for a working laptop (same make/model).,work,7,11,negative,0.0,Did n't,Laptops_Train_v2_Implicit_Labeled.xml
2139,784,laptop,train,If this is an improvement in Customer Service then I would hate too see what it was before!,Customer Service,29,45,negative,0.0,improvement,Laptops_Train_v2_Implicit_Labeled.xml
2140,1496,laptop,train,"All of the programs (Keynote, Pages, Numbers) have an option to save your documents as Microsoft compatible, which really eliminates the need for the actual.",programs,11,19,positive,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
2141,1496,laptop,train,"All of the programs (Keynote, Pages, Numbers) have an option to save your documents as Microsoft compatible, which really eliminates the need for the actual.",Keynote,21,28,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
2142,1496,laptop,train,"All of the programs (Keynote, Pages, Numbers) have an option to save your documents as Microsoft compatible, which really eliminates the need for the actual.",Pages,30,35,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
2143,1496,laptop,train,"All of the programs (Keynote, Pages, Numbers) have an option to save your documents as Microsoft compatible, which really eliminates the need for the actual.",Numbers,37,44,neutral,0.0,eliminates,Laptops_Train_v2_Implicit_Labeled.xml
2144,2602,laptop,train,"Sure, the initial out of pocket expense is greater, but that should not dissuade anyone from the fact that these machines run like none other on the planet, and when I factor in all the money in that I wasted on Geek Squad and the latest patches to de-corrupt my infested PCs, it probably comes out about even anyhow.",expense,32,39,negative,0.0,greater,Laptops_Train_v2_Implicit_Labeled.xml
